order_id,order_date,customer_id,customer_name,email,phone,product,category,quantity,unit_price,discount,payment_method,shipping_city,shipping_state,order_status
ORD105023,2025-06-24 08:00:00,CUST1048,John Okafor,user@yahoo.com,080-1234-5678,USB-C Charger,Electronics,2,18265.939258861257,0.15,Flutterwave,Ikeja,Lagos,Cancelled
ORD105024,2025-08-23 14:00:00,CUST1079,John Smith,user@yahoo.com,,T-Shirt,Fashion,1,19631.267508021258,0.1,Card,Abuja,FCT,Failed
ORD105025,2026-04-26 02:00:00,CUST2059,Emeka Smith,user@yahoo.com,080-1234-5678,External SSD,Electronics,1,87040.32156569668,0.2,Flutterwave,Kano,Kano,Completed
ORD105026,2025-05-04 17:00:00,CUST1227,Emeka Williams,user@yahoo.com,080-1234-5678,Running Shoes,Fashion,3,59444.42079245689,0.05,Flutterwave,Port Harcourt,Rivers,Cancelled
ORD105027,2025-11-28 00:00:00,CUST2317,Tunde Williams,user@yahoo.com,+2348012345678,Office Chair,Home,1,130666.01265245888,0.1,Card,lagos,Lagos,Cancelled
ORD105028,2026-07-09 22:00:00,CUST1728,Chioma Smith,customer@gmail.com,080-1234-5678,Coffee Maker,Home,1,67955.2986771027,0.2,Cash,Port Harcourt,Rivers,Failed
ORD105029,2026-04-17 11:00:00,CUST1797,Ngozi Adeyemi,info@company.com,+2348012345678,USB-C Charger,Electronics,1,17060.563230685217,0.15,Bank Transfer,Ikeja,Lagos,Completed
ORD105030,2025-04-08 11:00:00,CUST2248,John Smith,customer@gmail.com,08012345678,Office Chair,Home,2,146303.94718111918,0.0,Bank Transfer,Lagos,Lagos,Failed
ORD105031,2025-01-09 12:00:00,CUST2007,Aisha Adeyemi,,,USB-C Charger,Electronics,1,18135.308239262715,0.15,Bank Transfer,Port Harcourt,Rivers,Completed
ORD105032,2025-12-12 09:00:00,CUST1626,Emeka Smith,customer@gmail.com,080-1234-5678,Smart Watch,Electronics,4,103692.04874802577,0.1,Flutterwave,Port Harcourt,Rivers,Returned
ORD105033,2026-06-26 04:00:00,CUST2055,David Smith,,+2348012345678,Blender,Home,3,58327.59972936254,0.2,Paystack,Lagos,Lagos,Completed
ORD105034,2026-03-22 17:00:00,CUST1175,Aisha Williams,,08012345678,Smart Watch,Electronics,1,109792.81363611054,0.05,POS,Kano,Kano,Completed
ORD105035,2025-08-23 07:00:00,CUST1603,David Williams,info@company.com,,Office Chair,Home,1,154127.61747146567,0.15,Bank Transfer,Ibadan,Oyo,Failed
ORD105036,2025-04-24 21:00:00,CUST1409,Chioma Smith,user@yahoo.com,,Coffee Maker,Home,1,65671.87664281939,0.2,Cash,Abuja,FCT,Pending
ORD105037,2025-01-20 09:00:00,CUST1328,Tunde Adeyemi,info@company.com,080-1234-5678,Running Shoes,Fashion,1,66522.1404012087,0.1,Cash,Port Harcourt,Rivers,Failed
ORD105038,2025-03-24 09:00:00,CUST1060,Mary Williams,info@company.com,080-1234-5678,Wireless Headphones,Electronics,1,88753.19217978358,0.0,Cash,Abuja,FCT,Completed
ORD105039,2025-11-20 09:00:00,CUST1462,Ngozi Adeyemi,,08012345678,Office Chair,Home,1,147502.4466933543,0.1,Flutterwave,Ikeja,Lagos,Cancelled
ORD105040,2026-05-08 21:00:00,CUST1414,David Adeyemi,customer@gmail.com,,Coffee Maker,Home,0,66956.93409385736,0.0,Flutterwave,Lekki,Lagos,Cancelled
ORD105041,2025-08-28 16:00:00,CUST1534,Ngozi Smith,user@yahoo.com,,Smart Watch,Electronics,1,100293.93368745613,0.1,Cash,Abuja,FCT,Cancelled
ORD105042,2025-07-01 00:00:00,CUST1235,Aisha Ibrahim,bademail.com,08012345678,Smart Watch,Electronics,1,120880.164774376,0.0,Flutterwave,lagos,Lagos,Returned
ORD105043,2026-05-29 00:00:00,CUST2356,Chioma Williams,bademail.com,,Office Chair,Home,2,140958.4551450761,0.2,Flutterwave,Ikeja,Lagos,Cancelled
ORD105044,2026-02-10 02:00:00,CUST1001,David Ibrahim,info@company.com,080-1234-5678,USB-C Charger,Electronics,2,18567.682737331317,0.1,Cash,Lekki,Lagos,Returned
ORD105045,2025-09-11 13:00:00,CUST1037,Ngozi Ibrahim,user@yahoo.com,+2348012345678,Blender,Home,3,57710.59237158182,0.05,POS,Ikeja,Lagos,Cancelled
ORD105046,2025-12-05 05:00:00,CUST1230,David Okafor,info@company.com,,Backpack,Fashion,1,39849.31689236693,0.15,Card,Abuja,FCT,Completed
ORD105047,2026-07-05 01:00:00,CUST1043,Emeka Smith,,,External SSD,Electronics,-1,89622.14173998614,0.05,Card,Abuja,FCT,Completed
ORD105048,2025-12-06 09:00:00,CUST1577,Ngozi Adeyemi,info@company.com,+2348012345678,Running Shoes,Fashion,1,63645.52132871002,0.15,Bank Transfer,Ibadan,Oyo,Cancelled
ORD105049,2025-12-22 04:00:00,CUST1507,Emeka Okafor,user@yahoo.com,,Running Shoes,Fashion,1,68961.44070201706,0.0,Paystack,Lagos,Lagos,Pending
ORD105050,2025-07-10 21:00:00,CUST1974,Chioma Adeyemi,user@yahoo.com,080-1234-5678,External SSD,Electronics,1,101989.10825998848,0.05,Card,Benin City,Edo,Cancelled
ORD105051,2025-04-02 03:00:00,CUST1848,Ngozi Okafor,,+2348012345678,Office Chair,Home,1,157464.23930582017,0.15,Card,Benin City,Edo,Completed
ORD105052,2025-10-09 12:00:00,CUST1794,Ngozi Smith,user@yahoo.com,+2348012345678,Backpack,Fashion,1,38810.87104004758,0.15,Flutterwave,Lekki,Lagos,Returned
ORD105053,2025-07-23 18:00:00,CUST1544,Ngozi Ibrahim,user@yahoo.com,08012345678,Blender,Home,2,61109.2474464241,0.1,Bank Transfer,Lekki,Lagos,Pending
ORD105054,2026-02-06 22:00:00,CUST1935,Mary Ibrahim,user@yahoo.com,,Coffee Maker,Home,2,70542.45888415954,0.1,Bank Transfer,Benin City,Edo,Failed
ORD105055,2026-05-30 05:00:00,CUST1822,Chioma Okafor,customer@gmail.com,,Smart Watch,Electronics,2,111969.16864569605,0.05,Bank Transfer,Lagos,Lagos,Pending
ORD105056,2025-11-20 12:00:00,CUST2025,Ngozi Smith,info@company.com,,T-Shirt,Fashion,2,16995.60490131087,0.05,Card,Lekki,Lagos,Completed
ORD105057,2026-05-22 09:00:00,CUST1787,David Ibrahim,,,T-Shirt,Fashion,4,17776.026460465455,0.1,Flutterwave,Lekki,Lagos,Completed
ORD105058,2025-05-25 20:00:00,CUST1613,Emeka Ibrahim,,080-1234-5678,Wireless Headphones,Electronics,1,90194.778135961,0.0,Card,Kano,Kano,Failed
ORD105059,2025-11-08 17:00:00,CUST2552,David Williams,user@yahoo.com,,Office Chair,Home,1,152993.87425809013,0.0,POS,Port Harcourt,Rivers,Returned
ORD105060,2026-01-07 19:00:00,CUST1912,David Williams,bademail.com,,Running Shoes,Fashion,4,61520.22025299246,0.15,Flutterwave,Lagos,Lagos,Returned
ORD105061,2026-03-02 15:00:00,CUST1769,Tunde Smith,info@company.com,+2348012345678,Coffee Maker,Home,3,71641.60754857236,0.15,Card,Abuja,FCT,Completed
ORD105062,2025-06-25 07:00:00,CUST1019,Emeka Okafor,user@yahoo.com,+2348012345678,Coffee Maker,Home,1,76043.92420654968,0.2,Card,Lagos,Lagos,Completed
ORD105063,2026-06-26 22:00:00,CUST2115,David Okafor,bademail.com,08012345678,USB-C Charger,Electronics,1,19747.071178184513,0.15,Flutterwave,Ikeja,Lagos,Failed
ORD105064,2025-03-26 09:00:00,CUST2058,David Adeyemi,bademail.com,08012345678,T-Shirt,Fashion,2,17691.14951740959,0.1,Card,Benin City,Edo,Pending
ORD105065,2026-01-18 23:00:00,CUST1054,David Smith,user@yahoo.com,080-1234-5678,T-Shirt,Fashion,2,17259.058959986476,0.15,POS,Ikeja,Lagos,Completed
ORD105066,2026-04-23 03:00:00,CUST1737,Tunde Ibrahim,bademail.com,+2348012345678,Smart Watch,Electronics,1,117684.80948265885,0.1,POS,Kano,Kano,Completed
ORD105067,2025-05-15 13:00:00,CUST2545,David Smith,,080-1234-5678,Office Chair,Home,4,131233.49238228967,0.2,Flutterwave,Abuja,FCT,Completed
ORD105068,2025-11-07 17:00:00,CUST1830,Emeka Williams,,080-1234-5678,Running Shoes,Fashion,2,64321.217021176664,0.1,Bank Transfer,Lekki,Lagos,Returned
ORD105069,2025-02-07 17:00:00,CUST2391,Ngozi Okafor,info@company.com,080-1234-5678,Backpack,Fashion,3,41735.16878557613,0.0,Paystack,Port Harcourt,Rivers,Pending
ORD105070,2026-04-15 13:00:00,CUST1671,David Williams,bademail.com,,Smart Watch,Electronics,1,114770.51433227725,0.1,POS,Benin City,Edo,Completed
ORD105071,2026-04-24 23:00:00,CUST1880,Tunde Williams,customer@gmail.com,,T-Shirt,Fashion,2,17036.290693036575,0.0,Flutterwave,Lekki,Lagos,Completed
ORD105072,2026-01-24 11:00:00,,Ngozi Ibrahim,bademail.com,08012345678,Wireless Headphones,Electronics,4,77390.44981480806,0.05,Card,Kano,Kano,Completed
ORD105073,2025-07-30 05:00:00,CUST2584,David Smith,,+2348012345678,Backpack,Fashion,2,38946.55815426404,0.1,Cash,Benin City,Edo,Pending
ORD105074,2025-03-11 05:00:00,CUST1339,Emeka Adeyemi,bademail.com,+2348012345678,Running Shoes,Fashion,1,66733.83423786024,0.0,Bank Transfer,Port Harcourt,Rivers,Completed
ORD105075,2026-01-29 21:00:00,CUST1518,Mary Okafor,user@yahoo.com,,Running Shoes,Fashion,1,62832.89133304946,0.1,Bank Transfer,Lagos,Lagos,Cancelled
ORD105076,2025-08-07 02:00:00,CUST1852,Chioma Ibrahim,info@company.com,080-1234-5678,Blender,Home,1,52502.9595703703,0.2,Flutterwave,Benin City,Edo,Pending
ORD105077,2025-09-11 02:00:00,CUST2386,Ngozi Smith,customer@gmail.com,+2348012345678,Smart Watch,Electronics,1,114656.26439291958,0.0,Cash,Kano,Kano,Pending
ORD105078,2025-06-11 08:00:00,CUST1364,Aisha Williams,,080-1234-5678,Wireless Headphones,Electronics,1,84197.59807485761,0.2,Flutterwave,Port Harcourt,Rivers,Failed
ORD105079,2026-01-12 19:00:00,CUST2160,David Smith,bademail.com,08012345678,Wireless Headphones,Electronics,1,77517.8509085142,0.1,Paystack,Lekki,Lagos,Completed
ORD105080,2025-06-02 14:00:00,CUST2351,Tunde Adeyemi,bademail.com,08012345678,Coffee Maker,Home,1,77422.87526895887,0.15,Flutterwave,Lekki,Lagos,Failed
ORD105081,2026-01-03 21:00:00,CUST1053,Chioma Williams,customer@gmail.com,+2348012345678,T-Shirt,Fashion,1,18520.03367906801,0.15,POS,Ibadan,Oyo,Failed
ORD105082,2025-08-16 05:00:00,CUST1156,Aisha Smith,info@company.com,+2348012345678,Wireless Headphones,Electronics,1,93327.89429448426,0.2,POS,LAGOS,Kano,Completed
ORD105083,2026-05-15 16:00:00,CUST2560,Ngozi Smith,user@yahoo.com,08012345678,Backpack,Fashion,2,45084.19557106817,0.1,Card,Kano,Kano,Cancelled
ORD105084,2026-05-13 13:00:00,CUST2405,Emeka Adeyemi,customer@gmail.com,08012345678,Backpack,Fashion,1,44708.5660354631,0.05,Bank Transfer,Benin City,Edo,Pending
ORD105085,2025-09-06 16:00:00,CUST2120,Tunde Smith,user@yahoo.com,+2348012345678,Wireless Headphones,Electronics,1,80912.16130965052,0.15,Paystack,Benin City,Edo,Completed
ORD105086,2025-03-05 15:00:00,CUST1131,Emeka Ibrahim,info@company.com,,External SSD,Electronics,1,94405.51888184295,0.15,Bank Transfer,Ikeja,Lagos,Pending
ORD105087,2025-03-16 09:00:00,CUST1683,Tunde Okafor,bademail.com,+2348012345678,Blender,Home,1,62228.67744117872,0.05,Cash,Port Harcourt,Rivers,Pending
ORD105088,2026-01-26 18:00:00,CUST1316,Emeka Ibrahim,bademail.com,08012345678,Running Shoes,Fashion,1,64511.869367662126,0.0,Bank Transfer,Kano,Kano,Cancelled
ORD105089,2026-06-09 22:00:00,CUST1681,Tunde Williams,info@company.com,08012345678,Backpack,Fashion,2,44989.077035867886,0.05,POS,Lagos,Lagos,Pending
ORD105090,2026-07-07 23:00:00,CUST1676,Emeka Okafor,user@yahoo.com,+2348012345678,Office Chair,Home,1,141632.6765986084,0.0,Flutterwave,Kano,Kano,Completed
ORD105091,2025-03-31 18:00:00,CUST2257,Chioma Okafor,,+2348012345678,Blender,Home,4,53877.21450981624,0.05,Bank Transfer,Ikeja,Lagos,Returned
ORD105092,2026-06-22 22:00:00,CUST2434,John Smith,,,Wireless Headphones,Electronics,1,93019.37582547414,0.15,Bank Transfer,Ibadan,Oyo,Failed
ORD105093,2025-04-06 05:00:00,CUST2032,Ngozi Smith,info@company.com,080-1234-5678,Office Chair,Home,1,134081.2722072633,0.2,Cash,Benin City,Edo,Completed
ORD105094,2026-01-02 13:00:00,CUST2499,Aisha Adeyemi,,,External SSD,Electronics,1,94985.23541438964,0.05,Card,Ikeja,Lagos,Returned
ORD105095,2025-11-19 19:00:00,CUST2051,Tunde Smith,info@company.com,,Wireless Headphones,Electronics,2,90358.05922840886,0.1,Flutterwave,Ikeja,Lagos,Returned
ORD105096,2025-10-06 16:00:00,CUST2242,Aisha Adeyemi,user@yahoo.com,08012345678,USB-C Charger,Electronics,1,16579.4725487247,0.2,Cash,Lagos,Lagos,Pending
ORD105097,2025-08-17 03:00:00,CUST1784,Tunde Ibrahim,,080-1234-5678,USB-C Charger,Electronics,1,18408.14929006309,0.0,Bank Transfer,Lekki,Lagos,Cancelled
ORD105098,2026-02-19 18:00:00,CUST1302,Mary Okafor,info@company.com,+2348012345678,USB-C Charger,Electronics,1,19264.036681985355,0.2,Flutterwave,Ikeja,Lagos,Cancelled
ORD105099,2025-08-07 03:00:00,CUST2411,Aisha Adeyemi,info@company.com,08012345678,Running Shoes,Fashion,1,68978.61811903147,0.1,Cash,Benin City,Edo,Cancelled
ORD105100,2026-02-15 00:00:00,CUST2054,John Ibrahim,,08012345678,T-Shirt,Fashion,1,17301.333562024745,0.2,Paystack,Ibadan,Oyo,Returned
ORD105101,2026-03-01 07:00:00,CUST2312,Emeka Adeyemi,customer@gmail.com,,T-Shirt,Fashion,1,16339.593184931742,0.15,Paystack,Port Harcourt,Rivers,Completed
ORD105102,2025-02-03 02:00:00,CUST1708,David Okafor,,08012345678,External SSD,Electronics,2,89059.19411316897,0.0,POS,Port Harcourt,Rivers,Returned
ORD105103,2025-08-14 02:00:00,CUST1471,John Smith,,+2348012345678,Coffee Maker,Home,1,67777.69051582288,0.15,POS,Lekki,Lagos,Returned
ORD105104,2026-01-30 18:00:00,CUST1280,Aisha Smith,,080-1234-5678,Wireless Headphones,Electronics,1,78219.15957324044,0.05,Flutterwave,Kano,Kano,Returned
ORD105105,08/04/2025,CUST1766,Chioma Smith,user@yahoo.com,080-1234-5678,External SSD,Electronics,2,95381.21476311653,0.2,Paystack,Abuja,FCT,Cancelled
ORD105106,2025-10-16 09:00:00,CUST1354,Ngozi Adeyemi,user@yahoo.com,+2348012345678,Wireless Headphones,Electronics,1,78152.1601020374,0.0,Card,Lekki,Lagos,Cancelled
ORD105107,2026-03-18 16:00:00,CUST2054,Aisha Okafor,user@yahoo.com,080-1234-5678,Office Chair,Home,2,152437.84016982815,0.0,Card,Port Harcourt,Rivers,Completed
ORD105108,2025-01-03 09:00:00,CUST2014,Mary Smith,bademail.com,,Smart Watch,Electronics,3,113923.56129566158,0.15,Bank Transfer,Lekki,Lagos,Completed
ORD105109,2025-03-07 01:00:00,CUST2445,Emeka Ibrahim,customer@gmail.com,,External SSD,Electronics,2,89115.68162917707,0.15,Bank Transfer,Ibadan,Oyo,Completed
ORD105110,2026-04-06 18:00:00,CUST1612,John Adeyemi,info@company.com,08012345678,Office Chair,Home,1,133475.2021401221,0.0,POS,Ikeja,Lagos,Failed
ORD105111,2026-03-24 19:00:00,CUST2550,Emeka Smith,bademail.com,08012345678,Blender,Home,5,55377.17696361652,0.1,Card,Abuja,FCT,Completed
ORD105112,2025-06-13 00:00:00,CUST1170,David Williams,bademail.com,,Running Shoes,Fashion,2,64062.2274945966,0.15,Cash,Port Harcourt,Rivers,Returned
ORD105113,2025-09-19 07:00:00,CUST1496,Chioma Smith,customer@gmail.com,080-1234-5678,Office Chair,Home,1,145664.71703780993,0.0,POS,Abuja,FCT,Failed
ORD105114,2026-04-15 12:00:00,,Ngozi Okafor,customer@gmail.com,080-1234-5678,Blender,Home,1,56612.700099580834,0.2,POS,Lagos,Lagos,Completed
ORD105115,2026-03-01 05:00:00,CUST1266,Emeka Ibrahim,bademail.com,+2348012345678,Running Shoes,Fashion,1,59658.99047227766,0.15,Cash,Abuja,FCT,Pending
ORD105116,2025-06-12 07:00:00,CUST1290,Emeka Smith,,,Blender,Home,2,61877.35997905326,0.15,Flutterwave,Ikeja,Lagos,Cancelled
ORD105117,2025-05-26 09:00:00,CUST1305,Chioma Ibrahim,user@yahoo.com,080-1234-5678,Coffee Maker,Home,2,77255.07508459197,0.2,Flutterwave,Kano,Kano,Pending
ORD105118,2025-06-18 14:00:00,CUST1473,David Adeyemi,customer@gmail.com,,External SSD,Electronics,1,86866.4557250094,0.15,Flutterwave,Lekki,Lagos,Failed
ORD105119,2025-09-28 10:00:00,CUST2206,David Ibrahim,info@company.com,080-1234-5678,Office Chair,Home,1,131282.70253386456,0.1,Flutterwave,Ibadan,Oyo,Returned
ORD105120,2025-09-19 00:00:00,CUST1171,Tunde Williams,customer@gmail.com,+2348012345678,External SSD,Electronics,1,90753.96519428161,0.05,Flutterwave,Ikeja,Lagos,Failed
ORD105121,2026-01-18 13:00:00,CUST1097,David Adeyemi,bademail.com,+2348012345678,USB-C Charger,Electronics,1,16500.132311570716,0.15,Cash,Ibadan,Oyo,Returned
ORD105122,2025-02-09 19:00:00,CUST1609,David Adeyemi,customer@gmail.com,080-1234-5678,Smart Watch,Electronics,1,102222.23396036314,0.15,Cash,Port Harcourt,Rivers,Returned
ORD105123,2025-02-07 09:00:00,CUST1526,Tunde Adeyemi,user@yahoo.com,08012345678,Running Shoes,Fashion,1,69922.64952770705,0.0,POS,Benin City,Edo,Pending
ORD105124,2025-09-22 04:00:00,CUST2413,John Adeyemi,user@yahoo.com,08012345678,Office Chair,Home,1,154871.1163574132,0.2,Flutterwave,Benin City,Edo,Returned
ORD105125,2025-11-23 03:00:00,CUST1771,Tunde Williams,user@yahoo.com,,T-Shirt,Fashion,1,17900.657756777462,0.15,Bank Transfer,Port Harcourt,Rivers,Cancelled
ORD105126,2025-11-26 12:00:00,CUST2045,Emeka Okafor,user@yahoo.com,,Running Shoes,Fashion,3,66825.63260465043,0.0,Bank Transfer,Ikeja,Lagos,Failed
ORD105127,2025-04-19 20:00:00,CUST1573,Ngozi Ibrahim,,080-1234-5678,Running Shoes,Fashion,1,67063.38026283815,0.2,Card,Lekki,Lagos,Failed
ORD105128,2025-10-05 21:00:00,CUST2448,Mary Smith,bademail.com,080-1234-5678,Office Chair,Home,2,142149.0082289925,0.0,Flutterwave,Lagos,Lagos,Completed
ORD105129,2025-11-19 08:00:00,CUST1385,David Adeyemi,,,Office Chair,Home,4,145096.06028259147,0.1,Paystack,Benin City,Edo,Completed
ORD105130,2025-07-08 08:00:00,CUST1943,Mary Ibrahim,info@company.com,,Wireless Headphones,Electronics,1,86966.36259035715,0.2,Flutterwave,Ikeja,Lagos,Returned
ORD105131,2025-01-18 11:00:00,CUST1689,Emeka Okafor,info@company.com,+2348012345678,Blender,Home,1,58026.97231699148,0.15,Paystack,Ikeja,Lagos,Returned
ORD105132,2025-01-06 07:00:00,CUST1233,Tunde Williams,bademail.com,+2348012345678,Office Chair,Home,1,157161.77654623656,0.05,Flutterwave,Kano,Kano,Pending
ORD105133,2025-01-21 16:00:00,CUST1820,Aisha Smith,,08012345678,Backpack,Fashion,1,39550.73075014582,0.15,Paystack,Kano,Kano,Failed
ORD105134,2025-05-18 16:00:00,CUST1672,Emeka Smith,info@company.com,08012345678,Blender,Home,4,54087.112251112485,0.0,Cash,Ikeja,Lagos,Cancelled
ORD105135,2025-05-30 13:00:00,CUST2450,Aisha Williams,info@company.com,+2348012345678,T-Shirt,Fashion,2,17244.43601177009,0.0,Cash,Benin City,Edo,Completed
ORD105136,2026-06-23 13:00:00,CUST1180,John Ibrahim,bademail.com,,Wireless Headphones,Electronics,1,76715.60643127393,0.2,Paystack,Ibadan,Oyo,Completed
ORD105137,2026-03-14 19:00:00,CUST1535,Chioma Williams,,08012345678,External SSD,Electronics,1,91900.77900063069,0.2,Flutterwave,Ikeja,Lagos,Failed
ORD105138,2026-07-19 06:00:00,CUST2002,John Smith,customer@gmail.com,08012345678,Backpack,Fashion,1,41258.34477067242,0.15,POS,Ibadan,Oyo,Completed
ORD105139,2025-12-25 04:00:00,CUST1192,Emeka Williams,,,Running Shoes,Fashion,3,70355.58607092671,0.15,Flutterwave,Ikeja,Lagos,Failed
ORD105140,2026-01-12 18:00:00,CUST1227,Aisha Adeyemi,,+2348012345678,USB-C Charger,Electronics,3,19678.423629568028,0.0,Flutterwave,Kano,Kano,Completed
ORD105141,2025-06-01 22:00:00,CUST1774,Tunde Adeyemi,info@company.com,+2348012345678,Blender,Home,1,55479.79065931884,0.1,Bank Transfer,Abuja,FCT,Completed
ORD105142,2025-10-21 16:00:00,CUST1954,Emeka Adeyemi,bademail.com,,Backpack,Fashion,1,43947.543613092894,0.0,Card,Ikeja,Lagos,Cancelled
ORD105143,2025-10-07 06:00:00,CUST1007,Tunde Adeyemi,customer@gmail.com,080-1234-5678,Blender,Home,1,57289.327954740394,0.15,POS,Lekki,Lagos,Returned
ORD105144,2025-11-18 12:00:00,CUST2116,David Williams,bademail.com,08012345678,Wireless Headphones,Electronics,2,91220.37221911183,0.1,Flutterwave,Lekki,Lagos,Returned
ORD105145,2026-01-05 11:00:00,CUST2474,John Smith,bademail.com,,Backpack,Fashion,1,43937.90565122753,0.05,POS,Port Harcourt,Rivers,Pending
ORD105146,2026-03-03 15:00:00,CUST2198,Emeka Ibrahim,info@company.com,+2348012345678,Wireless Headphones,Electronics,1,78296.84282897958,0.1,Cash,Benin City,Edo,Returned
ORD105147,2025-05-14 08:00:00,CUST2133,Tunde Williams,info@company.com,080-1234-5678,Blender,Home,2,61973.82722367002,0.2,Card,Port Harcourt,Rivers,Returned
ORD105148,2025-09-13 05:00:00,CUST1955,Aisha Adeyemi,bademail.com,+2348012345678,T-Shirt,Fashion,1,18190.510409421222,0.0,Cash,Port Harcourt,Rivers,Returned
ORD105149,16/03/2026,CUST1269,Mary Adeyemi,bademail.com,08012345678,Coffee Maker,Home,2,67508.76574325841,0.0,Bank Transfer,Kano,Kano,Pending
ORD105150,2025-05-28 04:00:00,CUST2219,Mary Ibrahim,,080-1234-5678,Running Shoes,Fashion,2,68621.76005414354,0.15,Bank Transfer,Benin City,Edo,Failed
ORD105151,2026-04-10 01:00:00,CUST2423,Tunde Adeyemi,,,Coffee Maker,Home,1,69055.06174404424,0.15,Card,Kano,Kano,Failed
ORD105152,2025-09-01 07:00:00,CUST1465,Emeka Okafor,,,USB-C Charger,Electronics,2,16587.78036793942,0.2,Flutterwave,Kano,Kano,Failed
ORD105153,2025-03-19 11:00:00,CUST1179,Ngozi Adeyemi,bademail.com,+2348012345678,Coffee Maker,Home,2,76633.21210391526,0.1,Cash,Ibadan,Oyo,Completed
ORD105154,2025-01-24 18:00:00,CUST2205,Mary Ibrahim,user@yahoo.com,,Smart Watch,Electronics,1,112528.28329158518,0.2,POS,Lekki,Lagos,Returned
ORD105155,2026-06-23 01:00:00,CUST2033,Chioma Smith,user@yahoo.com,+2348012345678,Running Shoes,Fashion,2,63430.65143370405,0.05,POS,Kano,Kano,Pending
ORD105156,2025-07-27 22:00:00,CUST1397,Tunde Williams,,08012345678,USB-C Charger,Electronics,2,18915.74776213442,0.0,Card,Ikeja,Lagos,Returned
ORD105157,2025-04-18 19:00:00,CUST1865,Ngozi Okafor,info@company.com,,Coffee Maker,Home,2,73222.20111818945,0.1,Flutterwave,Kano,Kano,Returned
ORD105158,2026-04-07 03:00:00,CUST2573,Emeka Adeyemi,info@company.com,08012345678,Wireless Headphones,Electronics,1,91433.84462823647,0.15,Cash,Abuja,FCT,Returned
ORD105159,2025-08-28 17:00:00,CUST1087,John Ibrahim,bademail.com,080-1234-5678,Wireless Headphones,Electronics,1,92029.5218662884,0.2,Cash,Lekki,Lagos,Pending
ORD105160,2025-09-13 15:00:00,CUST1962,Tunde Williams,info@company.com,+2348012345678,Wireless Headphones,Electronics,1,79050.61847400463,0.05,Flutterwave,Ibadan,Oyo,Completed
ORD105161,2026-05-08 05:00:00,CUST2391,Ngozi Ibrahim,info@company.com,08012345678,Wireless Headphones,Electronics,2,81547.35963513229,0.05,Flutterwave,Ibadan,Oyo,Completed
ORD105162,2025-05-24 23:00:00,CUST1585,David Okafor,bademail.com,,USB-C Charger,Electronics,1,19252.720675774137,0.05,Card,Lagos,Lagos,Returned
ORD105163,2025-10-13 04:00:00,CUST2076,Ngozi Okafor,,08012345678,Wireless Headphones,Electronics,1,90090.19033098247,0.2,POS,Benin City,Edo,Pending
ORD105164,2025-11-27 00:00:00,CUST1223,David Smith,customer@gmail.com,080-1234-5678,USB-C Charger,Electronics,1,17602.47279783552,0.1,Paystack,Benin City,Edo,Pending
ORD105165,2026-05-26 11:00:00,CUST2522,Mary Ibrahim,bademail.com,080-1234-5678,Smart Watch,Electronics,3,111007.98206001741,0.0,Bank Transfer,Lagos,Lagos,Returned
ORD105166,2026-06-04 20:00:00,CUST1314,John Williams,bademail.com,08012345678,Smart Watch,Electronics,2,114066.86047171541,0.05,Card,Ikeja,Lagos,Pending
ORD105167,2025-01-17 17:00:00,CUST2170,Tunde Smith,,080-1234-5678,Wireless Headphones,Electronics,2,84742.72271514634,0.05,Cash,Ibadan,Oyo,Failed
ORD105168,2025-09-28 16:00:00,CUST1013,David Adeyemi,bademail.com,080-1234-5678,T-Shirt,Fashion,1,16255.806737893652,0.15,Paystack,Port Harcourt,Rivers,Cancelled
ORD105169,2026-06-29 21:00:00,CUST1232,Ngozi Adeyemi,bademail.com,,Backpack,Fashion,1,44921.41138939782,0.0,Paystack,Port Harcourt,Rivers,Returned
ORD105170,2025-06-10 23:00:00,CUST2196,David Williams,info@company.com,08012345678,Running Shoes,Fashion,1,59988.93402457818,0.2,POS,Ikeja,Lagos,Returned
ORD105171,2025-04-02 21:00:00,CUST1210,Tunde Adeyemi,,08012345678,USB-C Charger,Electronics,1,19704.934641736545,0.15,Bank Transfer,Abuja,FCT,Returned
ORD105172,2026-03-26 17:00:00,CUST1156,Mary Williams,user@yahoo.com,+2348012345678,Coffee Maker,Home,2,78191.13553900433,0.0,Paystack,Ibadan,Oyo,Completed
ORD105173,2025-09-27 10:00:00,CUST2363,Ngozi Smith,,08012345678,Office Chair,Home,1,147921.53562841425,0.05,Card,Lekki,Lagos,Cancelled
ORD105174,2025-03-01 18:00:00,CUST2150,Aisha Williams,customer@gmail.com,080-1234-5678,Running Shoes,Fashion,2,60581.01429205892,0.05,Card,Lagos,Lagos,Completed
ORD105175,2025-08-28 16:00:00,CUST1842,Ngozi Smith,user@yahoo.com,080-1234-5678,T-Shirt,Fashion,1,16586.9002056405,0.2,POS,Benin City,Edo,Cancelled
ORD105176,2025-03-27 05:00:00,CUST1112,Mary Williams,info@company.com,+2348012345678,Wireless Headphones,Electronics,2,79213.3729911016,0.1,Paystack,Port Harcourt,Rivers,Pending
ORD105177,2025-01-19 16:00:00,CUST2469,Tunde Ibrahim,customer@gmail.com,080-1234-5678,Office Chair,Home,1,147135.7968394229,0.05,Flutterwave,Port Harcourt,Rivers,Pending
